0,0
-1,0
-2,0
-3,0
-4,0
-5,0
-6,-3
-7,-3
-8,-3
-9,-6
-10,-6
-11,-6
-12,-9
-13,-9
-14,-9
-15,-12
-16,-12
-17,-12
-18,-15
-19,-15
-20,-15
-21,-18
-22,-15
-23,-15
-24,-18
-25,-18
-26,-18
-27,-24
-28,-24
-29,-24
-30,-27
-31,-27
-32,-27
-33,-27
-34,-27
-35,-27
-36,-30
-37,-30
-38,-30
-39,-33
-40,-33
-41,-33
-42,-36
-43,-36
-44,-36
-45,-39
-46,-39
-47,-39
-48,-42
-49,-42
-50,-42
-51,-45
-52,-45
-53,-45
-54,-48
-55,-48
-56,-48
-57,-51
-58,-51
-59,-51
-60,-51
-61,-51
-62,-51
-63,-54
-64,-54
-65,-54
-66,-60
-67,-60
-68,-60
-69,-63
-70,-63
-71,-63
-72,-63
-73,-66
-74,-66
-75,-69
-76,-69
-77,-69
-78,-72
-79,-72
-80,-72
-81,-75
-82,-75
-83,-75
-84,-75
-85,-78
-86,-78
-87,-78
-88,-78
-89,-78
-90,-84
-91,-84
-92,-84
-93,-84
-94,-84
-95,-84
-96,-84
-97,-84
-98,-84
-99,-90
-100,-93
-101,-93
-102,-93
-103,-93
-104,-93
-105,-96
-106,-96
-107,-96
-108,-99
-109,-99
-110,-99
-111,-99
-112,-99
-113,-99
-114,-108
-115,-108
-116,-108
-117,-108
-118,-108
-119,-108
-120,-114
-121,-114
-122,-114
-123,-114
-124,-114
-125,-114
-126,-120
-127,-120
-128,-120
-129,-123
-130,-123
-131,-123
-132,-123
-133,-123
-134,-123
-135,-129
-136,-129
-137,-129
-138,-132
-139,-132
-140,-132
-141,-132
-142,-132
-143,-132
-144,-138
-145,-138
-146,-138
-147,-141
-148,-141
-149,-141
-150,-144
-151,-144
-152,-144
-153,-147
-154,-147
-155,-147
-156,-150
-157,-150
-158,-150
-159,-153
-160,-153
-161,-153
-162,-156
-163,-156
-164,-156
-165,-159
-166,-159
-167,-159
-168,-162
-169,-162
-170,-162
-171,-162
-172,-162
-173,-162
-174,-165
-175,-165
-176,-165
-177,-168
-178,-168
-179,-168
-180,-168
-181,-168
-182,-168
-183,-168
-184,-168
-185,-168
-186,-174
-187,-174
-188,-174
-189,-174
-190,-174
-191,-174
-192,-174
-193,-174
-194,-174
-195,-174
-196,-174
-197,-174
-198,-180
-199,-180
-200,-180
-201,-180
-202,-180
-203,-180
-204,-183
-205,-183
